eval,restart,value,score,step
1,0,0.7739560485559633,0.6675882946493742,0.1
2,0,0.8739560485559633,0.6564638486565182,0.1
3,0,0.6739560485559634,0.6709959018543997,0.1
4,0,0.7739560485559633,0.6675882946493742,0.1
5,0,0.5739560485559634,0.6734897897107197,0.1
6,0,0.6739560485559634,0.6709959018543997,0.1
7,0,0.4739560485559634,0.6778074410088103,0.1
8,0,0.5739560485559634,0.6734897897107197,0.1
9,0,0.3739560485559634,0.6785395849005048,0.1
10,0,0.4739560485559634,0.6778074410088103,0.1
11,0,0.27395604855596345,0.6821723756702955,0.1
12,0,0.3739560485559634,0.6785395849005048,0.1
13,0,0.17395604855596344,0.6784461036397895,0.1
14,0,0.3739560485559634,0.6785395849005048,0.1
15,0,0.17395604855596344,0.6784461036397895,0.1
16,0,0.3739560485559634,0.6785395849005048,0.1
17,0,0.17395604855596344,0.6784461036397895,0.1
18,0,0.3739560485559634,0.6785395849005048,0.1
19,0,0.17395604855596344,0.6784461036397895,0.1
20,0,0.3739560485559634,0.6785395849005048,0.1
21,0,0.17395604855596344,0.6784461036397895,0.1
22,0,0.3739560485559634,0.6785395849005048,0.1
23,0,0.17395604855596344,0.6784461036397895,0.1
24,0,0.3739560485559634,0.6785395849005048,0.1
25,0,0.17395604855596344,0.6784461036397895,0.1
26,0,0.3739560485559634,0.6785395849005048,0.1
27,0,0.17395604855596344,0.6784461036397895,0.1
28,0,0.3739560485559634,0.6785395849005048,0.1
29,0,0.17395604855596344,0.6784461036397895,0.1
30,0,0.3739560485559634,0.6785395849005048,0.1
31,0,0.17395604855596344,0.6784461036397895,0.1
32,0,0.32395604855596344,0.6786407322989589,0.05
33,0,0.22395604855596346,0.6814839438493652,0.05
34,0,0.32395604855596344,0.6786407322989589,0.05
35,0,0.22395604855596346,0.6814839438493652,0.05
36,0,0.32395604855596344,0.6786407322989589,0.05
37,0,0.22395604855596346,0.6814839438493652,0.05
38,0,0.32395604855596344,0.6786407322989589,0.05
39,0,0.22395604855596346,0.6814839438493652,0.05
40,0,0.32395604855596344,0.6786407322989589,0.05
41,0,0.22395604855596346,0.6814839438493652,0.05
42,0,0.32395604855596344,0.6786407322989589,0.05
43,0,0.22395604855596346,0.6814839438493652,0.05
44,0,0.32395604855596344,0.6786407322989589,0.05
45,0,0.22395604855596346,0.6814839438493652,0.05
46,0,0.32395604855596344,0.6786407322989589,0.05
47,0,0.22395604855596346,0.6814839438493652,0.05
48,0,0.32395604855596344,0.6786407322989589,0.05
49,0,0.22395604855596346,0.6814839438493652,0.05
50,0,0.32395604855596344,0.6786407322989589,0.05
51,0,0.22395604855596346,0.6814839438493652,0.05
52,1,0.4388784397520523,0.677760718787186,0.1
53,2,0.8585979199113825,0.6587958936143269,0.1
54,3,0.6973680290593639,0.6691682580025018,0.1
55,4,0.09417734788764953,0.6796204592830646,0.1
