betweenness,r_eff_raw,g,beta,log1p_g,log1p_beta,deg_from,deg_to,deg_min,deg_max,wdeg_from,wdeg_to,wdeg_min,is_bridge
0.04573021181716833,0.0036639080459770074,62.74312962730583,272.9326138787803,4.154861407678807,5.612882141392183,4.0,6.0,4.0,6.0,2756.0640706563418,351.7889985358711,351.7889985358711,1.0
0.018929765886287624,0.17280078014690303,0.8693844226458404,3.8582648738723098,0.625609190922085,1.5806813523279597,4.0,4.0,4.0,4.0,11.864955529637294,10.382406504562141,10.382406504562141,0.0
0.08833890746934224,0.1728022828599296,0.4347628613072356,1.9290988913481335,0.3609995821112944,1.0746948301121533,4.0,12.0,4.0,12.0,11.864955529637294,27.220242538412833,11.864955529637294,0.0
0.08833890746934224,0.1728022828599296,0.4347628613072356,1.9290988913481335,0.3609995821112944,1.0746948301121533,4.0,12.0,4.0,12.0,11.864955529637294,27.220242538412833,11.864955529637294,0.0
0.04573021181716833,0.22314058587072227,0.3945598816523277,2.240739836946032,0.33257886847025153,1.1758016484739764,4.0,4.0,4.0,4.0,8.075425701996906,21.472709431170518,8.075425701996906,0.0
0.04573021181716833,0.22314058587072227,0.3945598816523277,2.240739836946032,0.33257886847025153,1.1758016484739764,4.0,4.0,4.0,4.0,8.075425701996906,21.472709431170518,8.075425701996906,0.0
0.03288740245261984,0.11130312553373245,6.866869281509107,8.984473663292922,2.0626601791558103,2.301031252738596,4.0,3.0,3.0,4.0,21.472709431170518,17.218242187305233,17.218242187305233,1.0
0.019866220735785953,2.2384978362267405,0.5189432165095046,0.4467281512702618,0.41801484076184753,0.3693045594191282,3.0,3.0,3.0,3.0,17.218242187305233,1.568246958109946,1.568246958109946,1.0
0.0009364548494983277,0.17283389016854633,0.8724912569339833,3.856786620704953,0.6272697672042024,1.5803770300750946,4.0,12.0,4.0,12.0,10.382406504562141,27.220242538412833,10.382406504562141,0.0
0.03288740245261984,0.14921723551637278,7.784113714823412,6.701638698367892,2.1729448303599983,2.0414331241869625,12.0,2.0,2.0,12.0,27.220242538412833,43.653824865885326,27.220242538412833,1.0
0.02639910813823857,0.0796802349689012,16.61790865874569,12.550163793948338,2.8689159221325413,2.6063986353669177,2.0,4.0,2.0,4.0,43.653824865885326,30.474071085619123,30.474071085619123,1.0
0.006666666666666666,1.0463696029726572,0.2272739115758577,0.9556852541961042,0.2047953776332835,0.6707406456770649,4.0,1.0,1.0,4.0,8.075425701996906,1.1829591657719618,1.1829591657719618,1.0
0.0032887008321790916,0.005735615872187058,27.027027027027028,162.16216216216216,3.3331692955853027,5.094744566152202,3.0,3.0,3.0,3.0,259.62323542968704,254.73899476179977,254.73899476179977,0.0
0.0031235069278547525,0.00810412192081808,12.19512195121951,109.7560975609756,2.5798472121421736,4.707330464393643,4.0,2.0,2.0,4.0,257.1619780491089,147.59224515322074,147.59224515322074,0.0
0.010335568665973927,0.02115597471143779,7.843137254901961,35.294117647058826,2.1796417067783525,3.591655679849172,4.0,3.0,3.0,4.0,257.1619780491089,91.13616675391464,91.13616675391464,0.0
0.02031853573157914,0.0025791773715047456,0.0,333.3333333333333,0.0,5.812138499293826,7.0,5.0,5.0,7.0,842.6300813592259,666.5666041275797,666.5666041275797,0.0
0.09373393608704839,0.023912341313409385,1.658031088082902,14.300518134715029,0.9775856562658841,2.7278866928390375,7.0,3.0,3.0,7.0,842.6300813592259,91.09156497676426,91.09156497676426,0.0
0.21367321963098446,0.006058631315124706,20.000000000000004,140.00000000000003,3.044522437723423,4.948759890378168,7.0,2.0,2.0,7.0,842.6300813592259,231.42857142857144,231.42857142857144,0.0
0.2243051543402715,0.015979329591455746,5.479452054794521,52.05479452054794,1.8686359473435419,3.971325238366361,2.0,3.0,2.0,3.0,257.5342465753425,133.70419382135756,133.70419382135756,0.0
0.006022966614241469,0.022706343462233852,6.84150513112885,33.067274800456104,2.059430796947653,3.5283372402275663,3.0,2.0,2.0,3.0,254.73899476179977,83.04603483354575,83.04603483354575,0.0
0.026130710177104183,0.007803234899068784,12.19512195121951,109.7560975609756,2.5798472121421736,4.707330464393643,5.0,4.0,4.0,5.0,666.5666041275797,247.10623395204107,247.10623395204107,0.0
0.030513552825134762,0.006075274351313435,20.000000000000004,140.00000000000003,3.044522437723423,4.948759890378168,5.0,2.0,2.0,5.0,666.5666041275797,215.5555555555556,215.5555555555556,0.0
0.028599490876267893,0.033991428696722274,3.5047516344274454,16.040978634494845,1.5051327584478398,2.8356209513538486,3.0,5.0,3.0,5.0,91.13616675391464,160.3472498184629,91.13616675391464,0.0
0.03590356758906993,0.034084972740172886,6.725297465080185,21.72788411795137,2.0445003288489376,3.123592545891906,3.0,2.0,2.0,3.0,91.13616675391464,57.02461015446013,57.02461015446013,0.0
0.00509633125282345,0.021719131034919487,7.843137254901961,35.294117647058826,2.1796417067783525,3.591655679849172,2.0,5.0,2.0,5.0,83.04603483354575,160.3472498184629,83.04603483354575,0.0
0.013896524855851689,0.026252825343362915,6.557377049180327,27.86885245901639,2.0225241788233372,3.362763244322895,5.0,2.0,2.0,5.0,160.3472498184629,67.9832764880625,67.9832764880625,0.0
0.014892317282219143,0.011933456481543557,8.733624454148472,65.50218340611355,2.2755863298316292,4.1972347802974515,4.0,4.0,4.0,4.0,247.10623395204107,239.06319723605728,239.06319723605728,0.0
0.010541973843516583,0.025866234775891284,5.033557046979865,28.523489932885905,1.797336728526161,3.3851862154032606,2.0,4.0,2.0,4.0,67.9832764880625,147.89599754865526,67.9832764880625,0.0
0.03797980053486813,0.03439197901523225,7.142857142857142,21.42857142857143,2.097141118779237,3.1103356562929947,2.0,6.0,2.0,6.0,57.02461015446013,106.03153974135226,57.02461015446013,0.0
0.09064552838465892,0.050626089641856054,0.9889090051575408,3.7730682042933865,0.687586249784361,1.5629893275284914,6.0,8.0,6.0,8.0,106.03153974135226,2525.5913312212024,106.03153974135226,0.0
0.008743359995558286,0.11199706749704466,1.3884019353481525,3.478016969356988,0.8706244960019415,1.4991803076640207,6.0,3.0,3.0,6.0,106.03153974135226,19.758655005211942,19.758655005211942,0.0
0.010591585522630209,0.10634390593910023,0.680923502500266,2.5747419938291305,0.5193433462525476,1.2738930039833378,6.0,3.0,3.0,6.0,106.03153974135226,19.325628982823858,19.325628982823858,0.0
0.1755970263779298,0.018486696804473377,4.098360655737705,45.08196721311475,1.6289190480059228,3.8304217067332207,3.0,5.0,3.0,5.0,133.70419382135756,471.5341118823487,133.70419382135756,0.0
0.059188861317893304,0.014815786964514438,6.097560975609755,54.8780487804878,1.9597512004671847,4.023171615749187,3.0,4.0,3.0,4.0,91.09156497676426,239.06319723605728,91.09156497676426,0.0
0.06686094247632726,0.061672940081936044,1.978992236261227,12.178413761607551,1.0915850675717327,2.5785801699048974,3.0,3.0,3.0,3.0,91.09156497676426,47.83785338932147,47.83785338932147,0.0
0.007870308435525813,0.034523976325828445,11.895910780669144,24.53531598513011,2.5569102673679107,3.2400624346120424,4.0,2.0,2.0,4.0,147.89599754865526,47.27981245631506,47.27981245631506,0.0
0.019866592344853214,0.13078954428466943,1.75318240719567,4.725969967223112,1.0127574815738392,1.7450119616784296,4.0,2.0,2.0,4.0,147.89599754865526,16.524814474875406,16.524814474875406,0.0
0.037190635451505076,0.029525522473421995,3.41296928327645,29.01023890784983,1.4845477697547902,3.4015386203619347,4.0,4.0,4.0,4.0,239.06319723605728,98.69993122346177,98.69993122346177,0.0
0.0015157933853586034,0.06660521475535801,3.46089850249584,7.387687188019966,1.4953502037007516,2.1267648195474234,2.0,4.0,2.0,4.0,47.27981245631506,100.77012498728612,47.27981245631506,0.0
0.0065325157933853574,0.044053577017504925,10.095642933049946,20.722635494155156,2.4065525027047308,3.0783548272145977,4.0,2.0,2.0,4.0,100.77012498728612,47.70323976537774,47.70323976537774,0.0
0.006666666666666666,0.06872058823529409,1.497967044725016,14.551679863043011,0.9154772189522371,2.7441686625681325,4.0,1.0,1.0,4.0,98.69993122346177,16.04964690776803,16.04964690776803,1.0
0.0006692679301374954,0.0748760385166081,5.680921571721636,11.204039766451002,1.8992559378715392,2.5017670253259254,2.0,3.0,2.0,3.0,47.70323976537774,36.15778222043095,36.15778222043095,0.0
0.013378298030471943,0.10306225739250355,2.739726027397261,7.305936073059361,1.3190123540365688,2.1169704487016214,3.0,2.0,2.0,3.0,36.15778222043095,16.524814474875406,16.524814474875406,0.0
0.006666666666666666,0.14422307692307818,2.2934556509680517,6.933703130833644,1.1919373633841595,2.071119904053252,3.0,1.0,1.0,3.0,36.15778222043095,9.227158781801695,9.227158781801695,1.0
0.0017524021871847982,0.009591664511617866,16.638935108153078,79.86688851913478,2.87010868073789,4.3928044512733795,4.0,4.0,4.0,4.0,178.63113892609312,165.95405307721592,165.95405307721592,0.0
0.002691271134414945,0.02195983434450644,6.84150513112885,33.067274800456104,2.059430796947653,3.5283372402275663,4.0,3.0,3.0,4.0,178.63113892609312,66.06554118625934,66.06554118625934,0.0
0.0035807970674191295,0.015534205651320854,3.68809272918862,22.655426765015807,1.545025832196114,3.1635925501385405,4.0,6.0,4.0,6.0,178.63113892609312,144.9796890721272,144.9796890721272,0.0
0.007530392313001026,0.007502038011638207,15.384615384615389,123.0769230769231,2.7963428082478887,4.820901720663672,2.0,5.0,2.0,5.0,154.33455433455435,471.5341118823487,154.33455433455435,0.0
0.002869671391410523,0.035569737372872404,3.2051282051282053,16.025641025641026,1.436304781694552,2.8347205033467873,4.0,4.0,4.0,4.0,168.15953251548453,47.34890009841366,47.34890009841366,0.0
0.002553697510219251,0.012478400890944055,25.86206896551725,60.3448275862069,3.2907152158842745,4.116510857679361,4.0,3.0,3.0,4.0,168.15953251548453,135.37361149678333,135.37361149678333,0.0
0.004095556617295747,0.01660994713059115,10.626992561105208,30.8182784272051,2.45332933989141,3.460040917964068,4.0,7.0,4.0,7.0,168.15953251548453,298.59778332283764,168.15953251548453,0.0
0.014826777087646648,0.022224236598118702,5.369127516778525,36.24161073825504,1.851462492664469,3.6174267043804424,2.0,3.0,2.0,3.0,62.887333999714414,133.22147651006713,62.887333999714414,0.0
0.04849575843127879,0.019791149127175466,3.5195776506819185,20.67751869775627,1.5084185493637206,3.076275718810902,8.0,4.0,4.0,8.0,2525.5913312212024,165.95405307721592,165.95405307721592,0.0
0.013721346366634588,0.030037584638848418,4.80349344978166,13.973799126637555,1.758460055159006,2.706301948908681,8.0,3.0,3.0,8.0,2525.5913312212024,66.06554118625934,66.06554118625934,0.0
0.0756931042567328,0.017915049570865746,7.163323782234955,25.78796561604584,2.099651412295481,3.2879527424888884,8.0,6.0,6.0,8.0,2525.5913312212024,144.9796890721272,144.9796890721272,0.0
0.013228031166158257,0.04902913812188937,2.4817518248175188,11.824817518248176,1.2475355650602165,2.5513821623589723,8.0,4.0,4.0,8.0,2525.5913312212024,113.99973765767939,113.99973765767939,0.0
0.02362626548602817,0.11118454062719603,1.361452215696743,3.390282968499733,0.8592767754242382,1.479393682526807,8.0,3.0,3.0,8.0,2525.5913312212024,19.758655005211942,19.758655005211942,0.0
0.013523960097145243,0.08629708063758885,2.5629839677173085,6.925509870214855,1.2705983869552282,2.0700866546294407,8.0,3.0,3.0,8.0,2525.5913312212024,19.325628982823858,19.325628982823858,0.0
0.004340709705258199,0.015226891832548752,5.582693649685974,25.81995812979763,1.8844440308216814,3.2891463166963715,4.0,6.0,4.0,6.0,165.95405307721592,144.9796890721272,144.9796890721272,0.0
0.05097640549386556,0.04857426576292624,3.723961363900849,10.124519958105434,1.5526477196185309,2.409151677288104,4.0,4.0,4.0,4.0,165.95405307721592,65.93769001277221,65.93769001277221,0.0
0.013288740245261983,0.006456250000000004,14.520813165537268,154.88867376573089,2.7421819080691985,5.049142122787797,2.0,5.0,2.0,5.0,201.06507414241094,471.5341118823487,201.06507414241094,1.0
0.012638874336002031,0.08222764862962664,1.065923253525746,6.313545424729419,0.7255772226336741,1.9897281664051483,3.0,3.0,3.0,3.0,66.06554118625934,31.44333949258153,31.44333949258153,0.0
0.0067528799702712755,0.050955425888527216,1.5968161941728494,4.6921829705694496,0.9542861539620908,1.7390938249269556,6.0,4.0,4.0,6.0,144.9796890721272,113.99973765767939,113.99973765767939,0.0
0.019708744370951728,0.05441624499845507,3.490204908804323,10.020265705922087,1.5018983374175892,2.3997359146792956,6.0,3.0,3.0,6.0,144.9796890721272,37.288346398803554,37.288346398803554,0.0
0.23889578182727042,0.012714764948414559,10.000000000000002,70.00000000000001,2.3978952727983707,4.2626798770413155,5.0,3.0,3.0,5.0,471.5341118823487,153.89070776438024,153.89070776438024,0.0
0.06168168402206835,0.04187454268614151,4.436860068259385,12.286689419795222,1.6932017008929812,2.5867627385933885,4.0,5.0,4.0,5.0,65.93769001277221,100.76770010956972,65.93769001277221,0.0
0.01505278337069089,0.09997063404563984,1.2231392189934205,3.373289214487118,0.7989202596488136,1.4755154066461362,4.0,3.0,3.0,4.0,65.93769001277221,31.44333949258153,31.44333949258153,0.0
0.006617242660720922,0.03552140778853971,7.692307692307692,23.07692307692308,2.1624384612508036,3.1812538330786166,4.0,2.0,2.0,4.0,65.93769001277221,47.22875377897213,47.22875377897213,0.0
0.05735717464070293,0.06134320934674568,3.468208092485549,10.789980732177264,1.496987454089643,2.467250080296652,5.0,3.0,3.0,5.0,100.76770010956972,32.767582751202085,32.767582751202085,0.0
0.021538504416430845,0.05255977665335707,3.571428571428571,10.714285714285715,1.519825753744413,2.46080909820894,5.0,3.0,3.0,5.0,100.76770010956972,42.406552150956735,42.406552150956735,0.0
